Date,High,Low,Open,Close,Volume,Adj Close
2020-03-02,492.5,471.79998779296875,484.6000061035156,485.3999938964844,3323857,485.3999938964844
2020-03-03,504.79998779296875,491.8999938964844,495.0,494.20001220703125,2318440,494.20001220703125
2020-03-04,506.3999938964844,492.79998779296875,496.8999938964844,501.79998779296875,1663453,501.79998779296875
2020-03-05,511.20001220703125,491.6000061035156,509.3999938964844,499.20001220703125,1765651,499.20001220703125
2020-03-06,490.6000061035156,478.3999938964844,487.5,482.8999938964844,1834902,482.8999938964844
2020-03-09,469.3999938964844,442.3999938964844,448.6000061035156,457.79998779296875,3491357,457.79998779296875
2020-03-10,482.5,452.6000061035156,463.0,456.79998779296875,2849095,456.79998779296875
2020-03-11,467.0,448.8999938964844,461.5,452.70001220703125,2397291,452.70001220703125
2020-03-12,430.79998779296875,397.0,428.6000061035156,400.0,5246214,400.0
2020-03-13,433.29998779296875,396.20001220703125,406.70001220703125,408.6000061035156,4865761,408.6000061035156
2020-03-16,396.8999938964844,370.1000061035156,388.0,388.79998779296875,4197859,388.79998779296875
2020-03-17,414.3999938964844,375.70001220703125,406.5,390.0,4313644,390.0
2020-03-18,393.5,375.1000061035156,378.79998779296875,391.3999938964844,2691076,391.3999938964844
2020-03-19,412.20001220703125,385.0,391.5,412.20001220703125,3813662,412.20001220703125
2020-03-20,436.8999938964844,394.8999938964844,426.29998779296875,402.1000061035156,4256551,402.1000061035156
2020-03-23,404.3999938964844,376.70001220703125,377.70001220703125,383.20001220703125,3216398,383.20001220703125
2020-03-24,419.8999938964844,394.29998779296875,403.0,419.8999938964844,2554962,419.8999938964844
2020-03-25,439.29998779296875,402.6000061035156,435.0,435.5,3655124,435.5
2020-03-26,441.5,421.1000061035156,425.3999938964844,441.5,1992477,441.5
2020-03-27,437.8999938964844,424.6000061035156,437.70001220703125,435.6000061035156,2287944,435.6000061035156
2020-03-30,448.29998779296875,425.0,435.6000061035156,448.29998779296875,1903378,448.29998779296875
2020-03-31,463.6000061035156,446.79998779296875,458.3999938964844,457.1000061035156,2652448,457.1000061035156
2020-04-01,448.79998779296875,433.0,445.70001220703125,441.79998779296875,2060249,441.79998779296875
2020-04-02,445.8999938964844,429.1000061035156,443.3999938964844,439.3999938964844,2217743,439.3999938964844
2020-04-03,441.8999938964844,430.5,439.0,433.79998779296875,1235585,433.79998779296875
2020-04-06,456.0,444.0,445.0,453.6000061035156,1679106,453.6000061035156
2020-04-07,475.20001220703125,461.79998779296875,463.0,471.8999938964844,2499123,471.8999938964844
2020-04-08,479.29998779296875,466.0,470.0,477.0,2133583,477.0
2020-04-09,482.1000061035156,462.70001220703125,482.1000061035156,462.70001220703125,1407925,462.70001220703125
2020-04-14,484.29998779296875,470.0,477.0,484.29998779296875,1913947,484.29998779296875
2020-04-15,487.0,469.29998779296875,484.29998779296875,470.6000061035156,1748992,470.6000061035156
2020-04-16,477.20001220703125,465.29998779296875,472.8999938964844,469.1000061035156,1414934,469.1000061035156
2020-04-17,486.79998779296875,479.70001220703125,480.1000061035156,485.8999938964844,2075135,485.8999938964844
2020-04-20,494.6000061035156,478.0,491.6000061035156,486.5,1520671,486.5
2020-04-21,485.8999938964844,478.0,482.5,478.20001220703125,1483338,478.20001220703125
2020-04-22,485.5,478.79998779296875,482.8999938964844,481.79998779296875,1250400,481.79998779296875
2020-04-23,489.5,477.79998779296875,483.0,487.1000061035156,1273479,487.1000061035156
2020-04-24,483.6000061035156,476.70001220703125,481.20001220703125,476.70001220703125,1407547,476.70001220703125
2020-04-27,485.20001220703125,479.29998779296875,483.29998779296875,479.79998779296875,1326382,479.79998779296875
2020-04-28,488.5,479.1000061035156,482.1000061035156,484.5,1384275,484.5
2020-04-29,497.8999938964844,481.5,484.5,497.70001220703125,1405965,497.70001220703125
2020-04-30,498.3999938964844,486.1000061035156,498.0,491.20001220703125,1109419,491.20001220703125
2020-05-04,478.79998779296875,463.5,478.0,464.0,1928080,464.0
2020-05-05,474.5,467.5,470.70001220703125,473.70001220703125,1395046,473.70001220703125
2020-05-06,473.79998779296875,466.1000061035156,473.70001220703125,466.79998779296875,1093986,466.79998779296875
2020-05-07,476.5,467.1000061035156,468.5,475.20001220703125,1043797,475.20001220703125
2020-05-08,487.70001220703125,476.5,478.0,483.6000061035156,1439497,483.6000061035156
2020-05-11,486.20001220703125,471.3999938964844,486.0,476.5,1089836,476.5
2020-05-12,483.70001220703125,471.70001220703125,472.70001220703125,480.1000061035156,1479686,480.1000061035156
2020-05-13,476.8999938964844,465.6000061035156,474.70001220703125,465.6000061035156,1483792,465.6000061035156
2020-05-14,462.79998779296875,444.70001220703125,461.70001220703125,447.79998779296875,2123360,447.79998779296875
2020-05-15,463.8999938964844,452.0,453.1000061035156,458.70001220703125,1865961,458.70001220703125
2020-05-18,480.0,465.70001220703125,466.0,479.70001220703125,1415914,479.70001220703125
2020-05-19,484.79998779296875,475.29998779296875,483.0,482.5,1683657,482.5
2020-05-20,484.5,476.1000061035156,481.0,480.70001220703125,695502,480.70001220703125
2020-05-22,481.3999938964844,474.29998779296875,476.3999938964844,478.8999938964844,938715,478.8999938964844
2020-05-25,493.79998779296875,481.29998779296875,485.0,492.3999938964844,824425,492.3999938964844
2020-05-26,498.0,492.3999938964844,496.5,495.1000061035156,1211420,495.1000061035156
2020-05-27,498.3999938964844,488.70001220703125,496.5,489.6000061035156,1269610,489.6000061035156
2020-05-28,501.79998779296875,489.5,494.0,501.0,1315456,501.0
2020-05-29,505.0,494.6000061035156,496.79998779296875,501.0,2053339,501.0
